Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,71,3.5,0,[],[],384.1,210,-1.5,4865,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,-100,0,121,3.5,1,[],[],467.6,-59.5,-12,7072,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,93,3.5,0,[],[],217.1,238,-5,5803,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,113,3.5,1,[],[],334,161,-15.5,4957,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,109,3.5,1,[],[],400.8,161,16,5354,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,108,3.5,1,[],[],367.4,161,19.5,5130,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,78,3.5,0,[],[],283.9,241.5,26.5,5003,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,-100,0,92,3.5,1,[],[],267.2,-56,-8.5,4367,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,81,3.5,0,[],[],384.1,259,23,4756,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,-100,0,113,3.5,1,[],[],300.6,-56,5.5,4860,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
